local_timestamp,251_no2,259_no2,256_no2,265_no2,264_no2,255_no2,271_no2,254_no2,263_no2,250_no2,252_no2,272_no2,270_no2,276_no2,268_no2,257_no2,269_no2,258_no2,267_no2,253_no2,274_no2,260_no2,262_no2,266_no2,261_no2
2024-02-13 22:00:00-05:00,7.891451520259544,,,12.021166680820276,9.931954239931262,7.201255115930614,,6.6881703624016495,9.047930478679785,7.607641001144174,,7.53934860564182,8.508114778619788,9.57153843855358,9.493594682115429,7.701742161940011,9.017612036236628,5.9169840345269975,7.296394996953575,,10.058045818875982,9.194752150275303,8.299540840410783,10.26787869989412,5.934993344531534
2024-02-13 23:00:00-05:00,7.992254625107918,,,10.859614319055861,8.16288438971704,7.332548884897143,,7.654405478603174,8.778206599865694,8.019684747018358,,7.592479855763635,8.414047669260718,9.27475388012374,9.437094990706882,7.869078283132826,7.945900872574271,5.94582798632613,6.9508425722902825,,9.605098438451776,9.6676064155575,7.310515569006709,11.388044420065043,5.188137615954746
2024-02-14 00:00:00-05:00,8.780153507111851,,,11.235027185695884,9.697366850089903,8.266131874846032,,11.43756085972754,9.05449541460327,7.853942068865959,,8.559008304675032,7.091813880733529,10.004599052095537,9.91659694215624,9.164775847209242,8.412541157959623,8.291552650752081,7.736358874237954,,11.268986279485688,9.7977532129844,8.347742742921563,10.501459210328417,5.23655357744987
2024-02-14 01:00:00-05:00,6.440456797508201,,,9.581404527203961,8.656497787273086,6.490259653813901,,7.243985027909659,8.082831873470717,8.239639681753738,,7.050475314071733,7.972144379873388,9.406506329369549,9.551973549674216,6.784628882723407,7.4031012433855565,4.457180723131248,8.185668727646659,,8.977300737692929,7.56792753046323,8.605273435806831,11.065604912224094,4.82169949315549
2024-02-14 02:00:00-05:00,7.918762083020386,,,9.443536424326751,9.699456143225856,7.138200697713522,,6.053007613296394,7.160116791908354,7.195272631319254,,7.2466658031377875,8.9457926414265,9.273390114325622,10.310772982969382,7.0543500453300965,6.908122475166692,5.605523151991505,7.748593913583083,,9.994998268066922,9.723131464997607,8.111969275130226,9.846449479961375,5.629852269568881
2024-02-14 03:00:00-05:00,5.19612952868907,,,6.85285444989815,8.243439696409936,5.210753465137181,,4.8064158588368215,5.61043537096036,6.745824789999874,,5.273239963721373,6.171810673206551,8.412376660524963,7.319410222107251,5.8204531606142105,6.1214332302423955,3.3666345004629292,5.8898601450188135,,7.469858523914468,5.781733572917574,7.4941654995496005,9.089766163237362,3.7666378332405497
2024-02-14 04:00:00-05:00,3.645622757002819,,,6.405284842140048,6.0724367091718925,4.232873660201356,,4.229496835700569,4.181356299746277,4.3256276420418684,,4.487889206444542,3.6514038161801494,7.8773378063825,5.7824799770808895,5.658187818314573,4.471131255630482,3.151516708098388,3.6364353847180375,,5.793844722658804,4.476698663627811,5.355885504117051,5.3364003114773535,5.131609766226985
2024-02-14 05:00:00-05:00,2.7298016543253247,,,5.512967434851827,4.977436986532709,4.381330826573063,,3.7014792996467634,3.794278854753962,2.5003731885701814,,3.247607584408101,2.8995284087692426,7.73794082959081,4.164458071883594,5.656526891551795,3.0187184914186247,2.9151586827358145,2.2162508976112214,,4.640421754778217,3.794235790551662,5.06037759759003,3.467121977118233,3.6245920907944136
2024-02-14 06:00:00-05:00,3.0534245469407253,,,5.526956696181873,5.619134655037659,3.979930727589874,,3.6667208109398644,3.338575503513148,3.112094003637724,,3.655427728400923,2.74501237003021,7.943771985881089,4.1909290826929535,5.53308735657237,3.7589025196796086,2.7997535672679206,3.5668886014995564,,4.973585731732726,3.853834359132879,4.642008749552813,4.244727835231322,3.6938488393777824
2024-02-14 07:00:00-05:00,3.538644332751275,,,5.656347764564881,6.345198241288394,4.445281554760712,,3.958699219013539,4.341256056148605,3.447012315917582,,3.451578124387531,2.895245476181664,8.045462123232745,5.440389216492029,5.465395153760525,4.125638812828342,3.8142541830426957,3.805248577699089,,6.744459945241488,3.733262546070085,4.283677099236588,3.884012378465191,3.9224639375996695
